label	text
1	Really? So suppose that you have two models for the way the solar system works. You measure where the planets are today in the night sky, and you use both models to predict where the planets will be ten years from now. In ten years you make actual measurements. The predictions of the first model for Mars are off by, say, a tenth of a minute of arc. The second model is off by a hundredth of a minute of arc. (For comparison, the full moon in the sky has a width of about 30 minutes -- I may be wrong about this). So, are you saying the first model is wrong? The error seems to be pretty tiny (by most standards). What about the second?
1	if the laws of logic are human constructs then how can they be absolute since humans think differently and often contradictorily. If they are produced from human minds, and human minds are mutually contradictory, then how can the constructs be absolute? Therefore, the laws of logic are not human constructs.
1	I believe you are thinking of orders, not denominations. There is a big difference.  Strict and loony? Could you be a little more specific, because this statement sounds like it's coming out of complete ignorance.  You also seem to be making the assumption that all of the non-Catholic Christians are somehow very similar, which couldn't be further from the truth.
1	Which issues? The health issues? Pregnancy does not physically impact the health of men. Ever. They don't get pregnant.
1	Thou shalt not commit adultery. I'm to lazy to look for anyone dealing with premaritial sex. Adultery and premaritial sex are sin, because God says not to participate in them.
1	You got it wrong Daewoo. The ban was put in place by the 1986 Firearm Owners Protection Act, designed to correct the erronius Gun Control Act of 1968. The machinegun ban provision was slipped in at the last minute, during a time when those that would oppose it weren't there to debate it.
1	Besides, evolution has relatively few holes. A fair percent of it has actually been proven in the natural and artifical worlds.
0	No, in other words "the cut and thrust of peer review." Where ID falls flat on its face. Stop trying to dress that up as some kind of underserved mugging; if you aren't prepared to understand and defend ID on a scientific level you aren't equipped to decide that it is being unfairly treated.
0	Since when does the word  access  get translated into  must perform ?  Women should have access to all medical diagnostic tests that can help them throughout their pregnancy. They should have access to sonagrams, CAT Scans, EKGs, EEGs, MRIs, blood tests, X-rays, etc., None of these are forced procedures or tests now. While I haven't read the actual text of the legislation, I would find it unfathomable that any legislator would force a woman into a medical procedure.
1	Actually, if you bothered to pay any attention whatsoever, it actually goes against your point entirely. Just because WSM and I were both in "heterosexual" Style relationships, doesn't change the fact that both of us are indeed homosexuals and therefore proves that homosexuals do indeed have children, planned or not. Mine too was kind of a suprise. I was on the "pill" but was also taking antibiotics at the time and for anyone who doesn't already know, antibiotics will completely cancel out the affects of the birth control pill. I was NOT aware of this at the time and low-and-behold I ended up pregnant with my son. p.s. just for general information, I was not taking "the pill" for birth control reasons. Not all women who are prescribed it are even sexually active at all. The birth control pill contains synthetic or naturally dirived female hormones, which for some women aids them in attaining a more regular period. Many women atheletes are prescribed birth control because being extremely athletic can disrupt, postpone or completely do away with a woman's natural cycle. Taking birth control helps to "normalize" female hormone levels. Such was my case.
0	well if you think the sun goes around the earth then its time for apocalypse.
0	Well, I wish I could change your view.  Perhaps some pictures of babies at say... 6 weeks or so would convince you that they're a person? I mean, maybe it won't change you're mind about them being a person till they're born, but perhaps the fact that they look like babies may make you think differently?
0	sure, whatever the mother chooses.
0	Liberals love big Gov't. They can't do anything for themselves so they want to rely on the Gov't for everything. Ahhhh you smell that, smells like communism to me. Lets not worry too much about it though, we'll all be equal I'm sure our masters will also have a fun time listening to our  protests  once all of our rights have been taken away.
0	Ho ho ho.
1	The first article is from 2002 and the second one is from 2006, molecular genetics changed massively over that period of time with the completition of the human genome project and the development of new technology. What they would be looking at and comparing would have changed drastically as well, from just the genes in the first case (the 99% figure) and everything in the second (94%).
1	...  If we allow passengers to have guns, then the terrorists will use guns, not boxcutters.  Besides, I highly doubt plane passengers will allow hijackers who only have blades to fly planes into buildings anymore.
1	A liberal mainstream media doesn't exist...simply because it is not profitable to the select few mega-billion dollar corporations who own most of the mainstream media outlets here in America.  There is only a corporate media. Not liberal, not all that conservative.
0	Come on now. We all know that the French Army was capable of dropping their rifles just as fast as the Italians in WWII. ;)
1	Yes, they are correct. They are also responsible for the various other things like the recent Minnesota bridge collapse, HurricaneKatrina, and many other things. God is punishing his messed-up nation, trying to get us to move from our moral corruption and perversion.
0	no, that's not what I mean. It's not like it's fine to kill anything. I'm not going to walk up to someone in a coma and kill them just because they can't control their actions and think as good as everyone else. It's just better than walking up to a person walking down the road and stabbing them in the back. It's just if you got pregnant 'cause of rape or something, don't you think it would be better toget an abortion when the baby can't really think, etc. I know it's still bad, but it's better. That's all I think she's trying to say, and if not, that's what I say. I mean, if a 12 year old got pregnant 'cause someone raped her, don't you think she should get an abortion, and the earliest the better?
1	Ah. Johnathan Wells is an evangilcal YEC who got his education in Biology to "disprove" evolution. He rejects science at all levels. I would not take serioiusly anybody associated with the 'discovery institute'. Mr Wells does have the advantage of having a better education that most of them, but his degree was gotten to promote Young Earth Creationism, and was paid for by Sun Yen Moon. I would say that the review is a bit high level, but accurate.
1	Only if you are making decisions....any decision you make requires a license from the UN. emoticon_xclown
1	And that is different how? I told johnny to write that I'm infallible. Therefore the book that I told johnny to write proves I'm infallible. There is no difference.
0	It is clear that the profetallifers wish to make the pregnant woman a slave to her fetus.
0	You repeat that like it actually means something! emoticon_ic Could it that your side is paranoid looking for some vast Right Winged conspiracy?   Maybe it's Bush's fault! emoticon_wow
0	No, i was not trying to make that point. I was in a heterosexual marriage for many of the same reasons that Justine has addressed. I just have never mentioned it before in this forum.
0	That's the worse definition of science ever.
0	So I guess we should all be armed with guns then. And if we XXXX someone off, feel the comfort of knowing that they have a gun and can blow our brains out whenever they want on the spot. Everyone grab a gun!! We dont have enough violence in the United Sta
1	And yet you can offer nothing to show it's impossible! It most certainly is a plausible explaination! Fairytale?!? Don't think so, a logical path for the developement of the avian lung.
1	So although you provide absolutely no evidence or source to back up this claim we should just accept that the memo is authentic until some disproves it? How does such reasoning even begin to make sense?I'm very suspicious about the legitimacy of such a memo. Here are two bogus quotes attributed to Sarah Brady by some people on the pro-gun side:
1	There have been several conducted by the department of justice.
1	UK Civil Partnerships are not identical to marriage. There are a few small differences (and a heck of a lot more pages for the law books) because CPs are an entirely new entity. Most of the differences are minor, though I, and quite a few gay people in the UK, find one particularly insulting. CPs CANNOT have any religious component. Unlike heterosexual marriages which can be  completed  in a church by having someone  proclaim  them, CPs take effect upon the second signature, have no  proclamation  requirement, and cannot be  performed  in a church (though I guess nothing stops people from signing a document in a church).  It's a sop to the religious right and has quite a few religious folks angry that the government is seeking to dictate what can and cannot happen in a church.  more details:  http://www.womenandequalityunit.gov.uk/lgbt/faq.htm  http://www.pinkweddings.biz/thelaw.htm#b  http://www.equalitycoalition.org/pressrelease.asp?ID=4  Well, we have our head in the sand in more ways than one.
1	And just what is the number of "real scientists" that acknowledge the good science behind creationist claims? And why is it that over 99% of the biologists in the U.S. accept evolution and reject classic creationism? You make statements that are patently untrue.......
1	Benjamin, post 1. The guy who, to all appearances, has gone away.
1	but there is no federal law that says children cant tote around guns their parents own  how many times do I have to explain it you
1	I know of no such strange pull. I have heard of psychotics who have such impulses and even some who hear voices. I worked with one once. He was fairly stable and quite likeable when he took his medication.
0	Just like when you have an abortion, it cleans out your uterous so you can have another baby if you wish.
1	Under the illogical view of the 14th amendment that currently occupies our court system there is nothing more about it than convincing 5 judges that it isn't immoral. Let's not pretend this is anything related to what the amendment actually says because we both know it isn't.
1	You are correct, but bear in mind it is just Bragg's introduction to the programme and not the opinion of the panel. This issue is explored in more detail when Dawkins talks about a population of self replicating molecules (27:00) and how the first life, as we define it would have arisen when there was concentration of these molecules and then the first cells- there is no suggestion of a single entity that was responsible for all subsequent life.  Thanks for the links on the articles btw.
1	It hasn't been proven that the Second Amendment is solely about tyrannical governments and not about dealing with violent criminals.
0	Actually looking back I wish I hadn't posted a lot of what is on those websites. It is a lot of poor arguments and I'm glad I was able to realize that over the last 3 months.  Had I already decided to believe that all of it was true I wouldn't be here debating you now.  You say I don't want to know. I wonder if you would want to know if God didn't exist. Is that why at the end of your post you seem so unhappy to debate this further?
0	As much as it pains me I'm going to agree with Mathew here. If you own a private business then you should be able to hire and fire people for whatever reason you want. If a private company only wants to employ one gender that should be their choice. If a private company only wanted to employ people choosing a gay lifestyle, I would support their right to do so. I also support a persons right to not use businesses who have hiring practices they don't agree with.  Note: I don't include gov't in this, the rules are and should be different for government.
0	TImbo Timbo Timbo... This is the internet... IT can't hurt you.. Why don't you drop the venom.... I don't know what a  viscious  personal attack is... I have only retaliated in kind... You seem incapable of fostering your own thoughts and can only critisize others... I know where most people stand on these boards but you like a typical lunatic fringe liberal keep your agenda under wraps...
1	A lot of people say that Jesus is the son of God. Others say that Jesus was actually God Himself, who came to Earth. Whichever way is the real case, Jesus didn't need to carry anything, because God had the ability to wipe two cities off the face of the map by raining down fire and brimstone.  God has plenty of firepower at His disposal. And He never said  lay down and die because it's wrong to protect yourselves from harm. 
0	Yes, we want to teach that it's acceptable to be gay. You obviously have a problem with that. What lesson would you wish to teach? Would you wish to teach that it's not acceptable, that it is wrong, worthy of prejudice and marginalization? Would you pretend it doesn't exist, realizing that it does exist, meaning you are still forced to acknowledge what it is you don't permit speaking of, i.e.,  the love the name of which dare not be spoken ? That is still teaching that love as something negative.  Further, heterosexuality is taught and talked about, and you don't consider that indoctrination. I'd say you wish to indoctrinate heterosexism and homophobia?
0	Well, if my points in this thread are so easy to refute then why do you focus on addressing arguments made in another thread? I'm not fooled by anyone who claims to have a winning hand but won't show others his cards.
0	Because nobody could be anymore fraudulent than your own Brady Campaign and Violence Policy Center, right?  Simply because you call our sources frauds doesn't mean they are, Brady. They're accurate whether you like them or not. Meanwhile the VPC is slowly dying off, losing more and more members each day, and slipping into obscurity.
0	That's not exactly true now, is it? People get to vote for elected officials, and that's all that's guaranteed federally. Some states have provisions for allowing people to vote on local laws, but in some states the government is allowed to prevent the vote. And of course there is no provision at all allowing the people to vote on federal laws. So in point of fact it is a true statement that in the United States someone is not allowed to vote on X, for some values of X.
1	I think we are talking about different things. A belief in adam and eve is not the same as being a good christian. The disbeleif in adam and eve cannot DIRECTLY be used as a excuse to murder. Also did hitler talk about anything else other than keeping bloodlines pure? Because these ideas to rely on the main theme of darwins origin of the species, in your quote you show how darwin states that eugenics is just an obvious consequence of the facts of animal husbandry.
1	But what is adultery?  Mark 10:11:  And he saith unto them, Whosoever shall put away his wife, and marry another, committeth adultery against her. And if a woman shall put away her husband, and be married to another, she committeth adultery.  Matthew 19:9:  And I say unto you, Whosoever shall put away his wife, except it be for fornication, and shall marry another, committeth adultery; and whoso marrieth her which is put away doth commit adultery.  Strange that the gospels differ so importantly about what Jesus said in the same instance. According to Mark, all putting away is adultery, but Matthew says that her fornication provides for an out for him. Which is it?
1	I've added one now. It's the first result if you google 'Creation: where's'. It's also the top article in AiG's 'Get Answers' section, which is linked directly from the navigation bar on their front page.
1	Actually it does. Gangbangers and other criminals aren't allowed to possess firearms. Having an unregistered firearm is illegal in California. You need a license to own a handgun in California. Transporting an uncased, loaded firearm in California is a crime. Carrying a concealed weapon without a nearly impossible to get permit is a crime. Open carry of a loaded weapon is a crime. If the governor doesn't show some backbone then soon the open carry of an unloaded firearm will also be a crime.All of these acts are crimes. Plenty for the police to arrest the people doing the drive by shootings, plenty of offenses to file charges on. The police have all the tools they'd need for keeping the people of California safe, and yet California still has the highest number of drive by shootings in the entire nation.Wise up. Gun control laws are doing nothing to protect anyone. And if they were helping take "guns off the streets" and "out of the hands of the bad guys" then this high number wouldn't have happened.
1	Well, we really don't know. However we do know that the woman has self conscious, and feels pain. Something the fetus lacks. She also can interact with other human beings, and develop relationships and attachments. Another thing the fetus lacks. Phisically, she is larger and much more capable than the fetus, and has a formed brain. Another thing the fetus lacks.  In conclusion, we really don't know. But, we do know that the woman can do, feel, and become more than a fetus is.
1	When was the last time there was ever a mass murder at a gun range full or armed patrons? Or an International Practical Shooting Confederation match? Or any of our shooting sports that people come from all over the world to take part in?  If the  gun culture of America  is truly to blame for all these campus massacres, how come none of the shooters ever seem to be members of the NRA, or took part in a hunter's safety course, or anything else along those lines?
1	Well for what it's worth, the police prefer to use AR-15 Carbines, MP-5 9mms, and either Mossberg or Remington 12ga when they are serving a no-knock warrant on your house (or the wrong house next door) in the middle of then night. And the AK may be a bit much for home use, as the 7.62 would way over-penetrate the walls and hit the neighbors houses (or the neighbors.) Hope that helped.
1	Although I'm not keen on them describing things as living fossils (the term is misleading) the possibilities and implications of this are fascinating. I'd be interested to see the paper if anyone has a PDF. It would seem to suggest that the origins of this particular molecule go back to the Ordovician at least, prior to the reptile/mammal split. Anyway, thought people might be interested
1	I agree with you to some extent. First, the Mr. Hayes was convicted of this crime before the Lautenberg Amendment was passed. Secondly, Virginian law (where the case originates from) makes no distinction between a domestic relationship (that which he was tried and convicted of) and between the agressor.Quote majority ruling:A domestic relationship, although it must be established beyond a reasonable doubt in a §922(g)(9) firearms possession prosecution, need not be a defining element of the predicate offense. Pp. 4–13.Bulldung.If congress wanted to make it simpler they would have just said battery instead of domestic violence. How the heck they came up with that is beyond me. They basically expanded the meaning of the Lautenberg Amendment, which is a big NO NO! I think that is what Justice Roberts was saying in his dissent.Quote Justice Roberts dissent:That reading does not require the specified domestic relationship in clause (ii) to be an element of the predicate misdemeanor statute. Individuals convicted under generic use-of-force statutes containing no reference to domestic violence would there-fore be subject to prosecution under §922(g)(9).....The majority also points out that interpreting “commit-ted by” to modify the “use” of force would render the word“committed” superfluous. That may be so, but as shown, reading “committed by” to modify “offense” has its own flaws. All this goes to show that the statute is not an example of elegant syntax under either reading. The majority properly acknowledges that, under its view, the statutory language reflects “less-than-meticulous drafting” and “syntactical awkwardness,” and “is not a model of the careful drafter’s art.” Ante, at 6, 12, 13. I am willing to acknowledge the same with respect to my reading. But I conclude from such reciprocal shortcomings that the text is at least ambiguous.Which is why this law needs to be rewritten.There is a lot more, but I find the majority decision hard to believe. It just doesn't make sense (well to me that is.)BTW, this by no means I support Domestic Violent offenders, etc. On the contrary, I believe they should lose their gun rights if convicted of domestic violence, BUT, this decision is wrong. The pieces do not fit together. That is Mr. Hayes was convicted of battery, not domestic violence. The government screwed up, so he should be walking free right now.
1	The first article is from 2002 and the second one is from 2006, molecular genetics changed massively over that period of time with the completition of the human genome project and the development of new technology. What they would be looking at and comparing would have changed drastically as well, from just the genes in the first case (the 99% figure) and everything in the second (94%).
1	How is symbiotic relations beteween plants and insects sign of creation?
0	Crappola!I say "bless you" when someone sneezes and often identify myself as Catholic as I am from a Catholic family and am in fact "confirmed". That don't me I actually buy any of it. Don't try to make Freud out to be a member of "the flock" later in life. That's pure nonsense. Do you know what a figure of speech is?
1	No. In 1996 there was a shooting massacre in Port Arthur, in the countries south. The new government had just been voted in, and it was their first act, right on the back of this massacre, to tighten gun laws up significantly. Riding on the back of public horror at the massacre, it was rushed through, approved by both the upper and lower houses, and made law.
0	Really? Because I don't think that's how most rational people would interpret it. A rational person would look at that video and say "this proves that all anti-choicers think like a 12 year old" ;)  The proofs in the pudding as they say emoticon_xbye
0	Oh I can easily spend $1,000 dollars an hour. If I could I would also have plenty of reason to live to be 114.
1	As attmept to make things more clear if darwin did not exist and it was hitler who proposed the idea of Macroevolution I would think it would be a totally reasonable claim. I cannot see how the beleif in macroevolution is cleary wrong or causes you to shove people into ovens.
0	All of that sounds a lot like Deism.   Personally, if I was somehow FORCED to believe in a religion, based on what I currently know of the lot, it would be Deism.
1	Yes it was. The Noachian flood did not occur. Ignoring the obvious impossibilities of the ship/animals/etc, we see that the results a global flood would have caused do not exist.
1	Without a doubt Peter is my favorite in the NT.Acts 2 is a shocking turn of events, when on the day of Pentecost 3,000 believed in Jesus as the Jewish Messiah, and were saved and received the power of the Holy Spirit.Truly God used the lowest and most worthless and in Peter's lowest, God used the occassion for the highest Good. And, at the end of his life, he asked to be cruicified upside down (a merciful request, BTW) - who could make this scenario up?Why would 3,000 Jews believe in a dead Messiah? Why was the tomb empty? If Jesus was not the Messiah, who could believe the Gospel?Why would anyone risk being a Jewish heretic, and being cast out of Jerusalem? Acts 7 if memory serves me, or 8,9 as the believers in "The Way" - Jews for Jesus as it were, were expelled from Jerusalem.Some did stay behind with James, who was later beheaded 40 - 50 A.D. or so. More for tomorrow.......L8r, Rich
1	Yes and no  Yes and no  Yes and no  All are saved as there is no hell  Would you kill or burn your child if they did these things? what part of unconditional love and love without end do you not understand?  Faith is enough  That just it you don't have to do anything. Grace can not be given or taken away by anything you do or don't do.  And he said,  Let me tell you a secret about a father's love,  A secret that my daddy said was just between us.   He said,  Daddies don't just love their children every now and then.  It's a love without end, amen, it's a love without end, amen.   --- George Straight
0	Just looking at the REAL issues of abortion, Maineiac. Do you have a problem with that?
0	** It's up to you. Stop bringing up red herrings and/or arguing by personal attack, or don't expect me to treat your posts with any less contempt than I have for most of what's been posted to this board.
1	Do the Christians that you know that believe in evolution, believe that there was no first man named Adam, or that there was no Genesis flood? The term "evolution" needs to be narrowed down - more clearly defined, for these discussions.
1	We often have debates in our Sixth Form (College), but I have also attended several "debate camps" - each a weekend long. I also attended a day at oxford which was made up of a few formal debates and just a bit of teaching on Philosophy and Classics. Apart from that - I have been on debate forums for quite some time, and I've gained experience from there too.
1	Actually it would be impossible for the monblock to spin. There is NO PLACE OUTSIDE OF IT from which to observe! Any observer would necessarily be inside the budding universe - no place else to go you see. Indeed its still impossible for us to know whether the universe as a whole is spinning or not!!!! Sorry I was being a bit ironic thinking you would see the point. Guess not though.
0	I think the answer to that is much like J.P. Morgan's famous retort when someone asked him how much his yacht cost. 'If you have to ask, you can't afford it'. I'm not saying someone uninterested in different weapons couldn't afford them, but if the interest isn't already there, it's doubtful any explanation would provide an answer to your particular question.
0	Actually, my wife and I discuss evolution all the time. She's an evolutionary biologist. She did feel as if she had some duty to watch the show, just to stay on top of the sorts of things being said. She just has a low tolerance for willful stupidity. Which I totally understand.
0	She had plenty of choice in the matter. She should have chosen to keep the kid. Even if she lost all her money because of this it would have been the right thing to do.
1	Because there's absolutely no due process in this proposal. Your name is on the list, your rights are revoked. That's not due process. There's no court of law, no trial, no verdict, no attorneys, no chance for the accused to defend themselves, etc.  We still haven't forgotten the Homeland Security memo that said veterans and those opposed to abortion could be potential terrorists.
1	I believe you've missed the point. He's not against evolution; change of species over time into other species. He in fact, from what I can gather, does indeed believe in evolution  He's arguing that it didn't come about through materialistic processes.
0	here we go Dan. your problem with the law is not whether its fair or not, its whether you can benefit personally from it. you have no problem with abortion because your not going to be the victim of such a law, but youd definitely have a problem if you were the one suffering from the law. Apparently you dont care if the law disadvantages or is unfair to others, as long as it doesn't hurt you, you're OK with it.
0	Great site! I know I'll refer to it in the future. Thanks.
0	No problem. I personally believe killing innocent children is wrong. Yet, I also believe that a woman's decision to murder her child is between her and her god. I wouldn't remove individual choice. It's not mine to make.  But this isn't the right forum for that.  Back to the OP: False dichotomy, or obfuscation and refusal to answer the stated question?
1	Shotguns are used for hunting.BB guns aren't useful when robbing a store as they're too 'weak'.I see no legal use handguns can fulfil, although I'm fairly neutral on banning them, if the country is already saturated with them. I don't see what it's going to achieve; the people who will mis-use the guns already have them. If there were no handguns in Canada I would support the ban, but as presumably there are already lots, I don't think the ban's a great idea.-Wez
1	I think the point that can safely be made to all of you defenders of atheism and the Governments that practice it is that all of the people who have wrongly died at the hands of the corrupt Popes and the RCC throughout history in the name of Christ don't come close to the deaths caused by the Godless dictators who practiced genocide as shown by ChristAscended. That is the point he is making and that point stands.
0	So, then you DO feel that what you did was a sin. Otherwise you wouldn't have asked forgiveness for it.  I have one question. What was your motivation for starting this thread? Was it to try and somehow prove that a person can be a Christian and have an abortion? Just curious. IMO, you are right that you are forgiven for it, as God is a forgiving and loving God. But I hope you don't do it again.
0	And people are punished for that, and their service record is going to make clear they did it. I feel that if someone has a service record that gives no indication he or she would discriminate, there is no reason they should be asked questions about their ideological views.
1	Here's a picture of it  http://www.toyen.uio.no/palmus/galleri/montre/161_632.jpg  The specimens have been dated between 120 & 140 my. If at the upper end of that range that puts it very close to the age of Archaeopteryx (140 to 170 my).  But contra
1	This does not mean that the column is fantastic nor imaginative. It may very well be that not all areas of the earth accumulated all types of rock that form the column; this does not mean that the years at which similar columns were deposited in different places in the world are not similar. And of course, even if the Geologic column is not true, this provides no evidence of creationism.
1	It is both conservative and helpful, depending on the situation. An explanation is available upon request.
0	So that no girl, underage or otherwise, refuses to seek treatment for fear of what their parents will think or say. If a girl cannot be tested for a STD without parental notification and she does not wish her parents to know she had sex (or fears their wrath), she may not go in for testing.  In general, knowing whether you have a STD is a good thing.
0	I don't think VoR realizes that we see him gay-bash without a second thought that we recognize his socalled "coy" tricks. "You can fool some of the people some of the time, but............"
0	And anyone who thinks this will be seen as an idiot and close-minded.
1	I believe a man should be able to opt out of fatherhood.  The problem with this article for me is the moral ambiguity - there is no consistent argument laid out for free choice, that is choice for women and men, or even one for consistent slavery (forced births from women, forced money from men). It reeks of the vindictiveness that can be seen in any number of fringe movements, of the  I don't really care whether we live in a just society, as long as you're not treated better than me .  So yes, I  a real pro-choicer  agree with Matt here, the pro-choicers who are portrayed as disagreeing appear to be some kind of stereotyped 1970s feminist-socialist-activist-bra-burning type.
0	While your story is a sad one I disagree that you should be happy with having a  second chance . I believe this because you gave your unborn child no chance.  I probably shouldn't say  you  because it seems like you didn't have a choice in the matter.  Anyway, thank you for sharing your story and welcome to the forums.
1	The one thing Dobson can't answer logically relates to incest and rape. Why? This is a matter for the victim to deal with. . . .not the infallable law of the bible. It's always interesting to me that the bible thumpers refuse to look at abortion other than through religious, save the fetus, eyes and yet, are ready to KILL the sicko's of society when they have committed a haneous crime. Too many "thumpers" don't read all of bible.And yet the same bible states:Abortion is not murder. A fetus is not considered a human life. If men strive, and hurt a woman with child, so that her fruit depart from her, and yet no mischief follow: he shall be surely punished, according as the woman's husband will lay upon him; and he shall pay as the judges determine. And if any mischief follow, then thou shalt give life for life. -- Exodus 21:22-23 The Bible places no value on fetuses or infants less than one month old. And if it be from a month old even unto five years old, then thy estimation shall be of the male five shekels of silver, and for the female thy estimation shall be three shekels of silver. -- Leviticus 27:6 Fetuses and infants less than one month old are not considered persons. Number the children of Levi after the house of their fathers, by their families: every male from a month old and upward shalt thou number them. And Moses numbered them according to the word of the LORD. -- Numbers 3:15-16 God sometimes approves of killing fetuses. And Moses said unto them, Have ye saved all the women alive? ... Now therefore kill every male among the little ones, and kill every woman that hath known man by lying with him. -- Numbers 31:15-17 (Some of the non-virgin women must have been pregnant. They would have been killed along with their unborn fetuses.) Your bible, not mine. Maybe Dobson needs to read a bit more of his bible rather than condeming others. Isn't he supposed to be a psychologist? What's his expertise in biblical literature?I think we all need to read a bit more before we critize how others live.
1	The thing is, Bush didn't live in Canada.
1	Your XXX-umption that is a poor attempt to certify a false delimma has long been answered. How many people have been killed in Africa with short handled hoes and machetes? Nary a gun amoungst them.
1	This is a separate issue, Voice of Reason. Some didn't understand how pro-choice people can say they personally wouldn't do something and/or think something is wrong but still support other's right to do it, and that's what I was answering.
1	Because of the history of it. Well, ID is actually identical to 'scientific creationism', but spruced up with more scientific terminology to attempt to pass 'seperation of church and state'. Let's just say that I.D. is an attempt to teach Creationism in school.
1	Hmm, I wonder why Asian scientists and businesses are going so great guns into emryonic stem cell research?  Those folks in Asia seem to be lots smarter in business than we Americans -- as witnessed by the number of Asian-made cars and other products that are purchased all over the world.
1	Actually, it is. There are multitudes of known characteristics that have been shown to be the result of a single point difference in the gene. The discovery of regulatory functions of some translated segments of DNA does not in any way discount what is known about gene function.
1	And that is why there is no plutonium found in the natural (fossil) fission reactors discovered in Oklo, Gabon in Africa.A fission reaction in the presence of U-238 always produces plutonium. In fact, about 1/3 of the energy output from a typical reactor in the U.S. comes from the fission of plutonium-239 that is created by the fission of U-235. When there is not enough fissionable material left in the fuel to sustain a reaction, there always remains several isotopes of plutonium that were not present in the original enriched uranium fuel.
1	No, that isn't what I mean at all. But leave it you guy's to once again misinterpret what I did mean. You consistently lose all credibility when you defend and even fight to support lies and deceit.
1	There aren't any. The chances of the father getting custody of a child are right above zero.
0	It's not my responsibility to ease job requirements so that an underachiever can reap the same rewards as an achiever. That's not my idea of equality.
0	And you did a quite poor job at it too.
1	I see myself as just as capable of swinging from being responsibile, safe and trustworthy into irresponsible, dangerous and untrustworthy. I believe every humans possess the ability to to do so, but not nessesarily through the involvement of firearms.Although i must reiterate the words "responsibility, dangerous and trustworthy" are entire being of a subjective, circumstantial situation.
0	I never said you had to be armed, you merely cannot deprive me of my right to be armed, which is the nature of gun control. Your counterpoint was not reflective of my words.
0	No problem. Let's start that dialog now. What are the logical reasons for banning gay marriage?
1	I think the reason for the differences in translations is because the translations i think are geared more to audience. There are easier translations for little kids and those who have a hard time with bigger words. Another thing that has to be taken into account is that it is not always easy to translate exactly from one language to another. Some English words have several equivalents in other languages so the differences in the translations come from which equivalent was chosen by the translators.  P.S. This of course is not to argue with what the person stated above.
0	That's right, a higher view of the fetus than there currently is typically in our culture. I have no problem with anyone referring to it that way.
1	So would you care if abortion were outlawed. If so, what would be bad about allowing a view that places objective value in human life to be the basis for making law?
1	Yes I do, but because of time restraints and for lack of a better example that everyone could relate to and understand I used it. There are plenty of good examples of where people believe one thing was true while - infact - something else was true, so the point still stands. A better example (that I probably should have used instead) is that people used to believe that the Earth was the center of the universe, etc. etc.
0	Precisely, the only people who submit to strict gun control are the honest ones who, once disarmed, are then destined to become victims of those who have no respect for the laws anyway.
1	Nice raising the bar. Fallacies are a creationist's best friend. You claimed:"have never shown to add any new structure or even a new part to any existing structure."Now you are changing your argument away from structure as new proteins and especially enzymes (which are proteins) don't count.
1	And there you have hit the nail on the head; there are both good and P-poor parents out there. Each case should be taken on its own merits; it's dam tough to make one rule fit all. Impossible, actually.
0	Black panthers?  MLK died before Heston was NRA presdent?  Heston ran for office?  A Red Herring is a fallacy in which an irrelevant topic is presented in order to divert attention from the original issue. The basic idea is to  win  an argument by leading attention away from the argument and to another topic. This sort of  reasoning  has the following form:  1. Topic A is under discussion.  2. Topic B is introduced under the guise of being relevant to topic A (when topic B is actually not relevant to topic A).  3. Topic A is abandoned.  Either connect the dots or shut up!
1	Yep. But our ancestors lived in an area of abundant fruit, and we got all we needed from our diets, so it was no big thing when the gene broke. A few non-primate organisms also have it broken, but it's broken in a different way.Barbarian observes:It's remarkable then, how much progress we've made. You may or may not approve of the theory, but it works very well at learning more about biology.
1	Actually they can't ever get pregnant.
1	Yes, of course the past can never be proven.But there are indirect ways to determine what happened within a reasonable ball park.We can assume that our solar system formed merely by matter coalescing by gravity and then behaving the way matter behaves when it's all clumped together by gravity. We can model it on a computer and if we get something that looks like our current solar system then we can say that the model is a good one and the chances that the solar system formed that way are increased. No, sorry, there is no proof, only explanations and models.* - edit: you know, actually, evidence in the form of experimental results are reviewed, or at least the methods are reviewed, and then if the experiment isn't reproducible then the evidence becomes suspect, so in that light evidence is, sort of, reviewed. Eh, who cares?)
0	Proof is a matter of math and booze. So, if you agree with Ursus maritimus, do you agree with me?
0	For the record, to interested parties reading -- subscribers to evolutionary biology or creationism -- I subscribe to evolutionary biology and having that taught in the public school system. And though I disagree with creationism, I support parents' right to teach their children creationism. For further information, please see the poll discussion.
1	Actually, the storm lasted for 40 days and 40 nights. The ark was actually afloat for a year or so. So I guess the answer is that the ark had all kinds of pestilent insects winging about and biting and stinging the occupants. The problem is, how did these aquatic breeders actually propagate in the feces and urine infested bilge of the ark?
